Branch,review,Restaurant
Egmore,The food is very less quantity and also no quality of the food as I have brought meals the curd is very sour and appalam is very oily.The sabji is very tastless .So I say you to change the requirements.,Hotel Saravana Bhavan
Egmore,"Saravana Bhavan, is a name synonymous with Tamil Nadu homes. The brand is so huge that you'll find people abroad talking about it and will see restaurants in multiple places abroad. Saravana Bhavan, has it's roots in Tamil Nadu and hence multiple outlets here. We ordered the Ghee Pongal, Medu Vadai, Parota with Kadappa, Idly with Sambar and Kadappa. Kadappa is a traditional Kumbakonam speciality. This is just like a gravy but a little traditional take on it. The Parota was good. The Pongal however was the star of the meal. My parents were drooling on how perfect this was. The Idly was decent too. A special mention to the red chutney, as this was really good. The portions though are not... read more",Hotel Saravana Bhavan
Egmore,3 stars for the food 1star for the ambience 1 star for the service.. A must visit place with a wide and fantastic range of food..💕💕 Very impressive Perfect South Indian cousine ❣️,Hotel Saravana Bhavan
Egmore,"Food was really BAD. This is not the Original Curd Rice, we had from Saravana Bavan. Earlier, Curd Rice will have Cashewnut and Pomegranate Seeds. But today, We had Curd Rice like Kanji (Poridge). We Trust Saravana Bavan but today, it Is Just ZERO and No Quality. Not worth for the Money paid. Saravana Bhavan is Good for Nothing and We are Highly Disappointed with the Management. So, I want my money back.",Hotel Saravana Bhavan
Egmore,"Zomato is famous for delivering incorrect food, this its the third time I am facing this issue and customer service provided by Zomato is very very poor.",Hotel Saravana Bhavan
Egmore,thumb-up-fill POSITIVE relaxed atmosphere masala dosa so yummy,Hotel Saravana Bhavan
Egmore,thumb-up-fill NEGATIVE dosa coffee The regular Sarvana Bhavan Standard not maintained. Not upto the Mark.,Hotel Saravana Bhavan
Egmore,thumb-up-fill POSITIVE filtered coffee mini idlis relaxed atmosphere,Hotel Saravana Bhavan
Egmore,This is the first time that I have used Zomato. The live status map/ tracking app does not give accurate real time information. The delivery boy arrived about 20 minutes earlier than indicated! I also did not see the vehicle's reg no. (perhaps due to my unfamiliarity with your app). I used the Uber Eats app yesterday for the first time and I though it was more user-friendly (no offence meant; just an honest appraisal). I hope you improve accuracy of delivery information and real-time location information of delivery vehicle. I must confess that I was not following your notification page (which I checked later) that gave some additional information about the stages of delivery.,Hotel Saravana Bhavan
Egmore,This is one of the amazing place to hang out with your friends and family. You can also order food online. Tasty food. Quick service.,Hotel Saravana Bhavan
Egmore,Excellent parota with good quantity side dish. Good quality and value for money. Got delivery as per committed time. Food was fresh and warm.,Hotel Saravana Bhavan
Egmore,"worth price for 3 idly with 2 chutney and sambar.satisfied at that time,packing not that much good compared to others,delivery is very fast .,thank you very much",Hotel Saravana Bhavan
Egmore,If you have too much money and if you are wondering how to waste it then kindly visit this restaurant. Located in the heart of the city. Such restaurants are rare.,Hotel Saravana Bhavan
Egmore,"Nice food. I took parcel ,making time will be some late but taste is super... I like food quality I will enjoy food . Value of money. I suggest all",Hotel Saravana Bhavan
Egmore,"Food-4/5 Quality-4/5 Ambience-2/5 Value for money-3/5 The hotel is the most famous chain in Chennai and definitely all tourists flock here to have a meal. We had Idli sambhar vada and masala dosa sambhar. The idli could've been softer , but the sambhar was amazing Even the chutney was quite different than what I had before. It was one of the best things in Chennai. Chennai definitely serves good food.",Hotel Saravana Bhavan
Egmore,I placed order here because of healthy food.. here completely changed there attitude.. only money depends service here..my humble request kindly accept my words try to give Best food to human.. Still u r d best hotels in chennai comparative anyone else..,Hotel Saravana Bhavan
Egmore,I ordered one set of lunch parotta and veg biriyani combo but I received only parotta 1 veg biryani but I did not received cauliflower pakoda. Very worst order I ever seen. Taste also not so good.,Hotel Saravana Bhavan
Ekkaduthangal,thumb-up-fill NEGATIVE items missing in orders Always something or other is missing in order. They don't follow cooking instruction at all really upsetting,Hotel Saravana Bhavan
Ekkaduthangal,"thumb-up-fill NEGATIVE slow service waiter south indian food experience Went there before lockdown and did not have good experience. Food quality has degraded, staff behaviour and service is not upto mark. Only thing about this place is ambience and large sitting area. Overall Food taste - 2/5 Service - 1/5 Staff behaviour - 1/5 Ambience - 4/5 Price - 1/5 There are way more better options",Hotel Saravana Bhavan
Ekkaduthangal,"Very worst hotels.... Irresponsible persons very bad experiences.... Servant vry rood attitude delayed supplies very very worst people's don't go to the restaurant 1 Helpful vote , 0 Comments thumb-up Helpful chat Comment share Share Padma Napan 0 reviews 0 Followers Follow 1 star-fill DINING Nov 25, 2019 thumb-up-fill NEGATIVE ordered 3 meals there is... 1 Helpful vote , 0 Comments thumb-up Helpful chat Comment share Share Shanthini K 0 reviews 2 Followers Follow 1 star-fill DINING Nov 22, 2019 thumb-up-fill NEGATIVE stale food slow service 1 Helpful vote , 0 Comments thumb-up Helpful chat Comment share Share 1 2 3 4 5 chevron-right Related to Hotel Saravana Bhavan, Ekkaduthangal Restaurants in Chennai, Chennai Restaurants , Ekkaduthangal restaurants , Best Ekkaduthangal restaurants , South Chennai restaurants , Casual Dining in Chennai , Casual Dining near me , Casual Dining in Ekkaduthangal , in Chennai , near me , in Ekkaduthangal , in Chennai , near me , in Ekkaduthangal , Hotel Saravana Bhavan Menu , New Year Parties in Chennai , Christmas' Special in Chennai Restaurants around Ekkaduthangal Guindy restaurants , Saidapet restaurants , Perumbakkam restaurants , Ashok Nagar restaurants Frequent searches leading to this page saravana bhavan ekkaduthangal , saravana bhavan in ekkatuthangal number , saravana bhavan ekkaduthangal contact number , route to ekkaduthangal saravana bhavan , saravana bhavan ekkatuthangal Select Country India UAE India chevron-down Select Language language-globe English chevron-down About Zomato Who We Are Blog Work With Us Investor Relations Report Fraud Press Kit Contact Us Zomaverse Zomato Blinkit District Feeding India Hyperpure Zomato Live Zomaland Weather Union For Restaurants Partner With Us Apps For You Learn More Privacy Security Terms Social links twitter-circle By continuing past this page, you agree to our Terms of Service, Cookie Policy, Privacy Policy and Content Policies. All trademarks are properties of their respective owners. 2008-2026 © Zomato™ Ltd. All rights reserved. cross",Hotel Saravana Bhavan
Ekkaduthangal,I had my best breakfast experience at Sarvana Bhawan. I ordered their Idli and Vada with Sambhar and those were so different to the ones we have in Delhi and so fresh. Always add their Filter Coffee to your order which is so great.,Hotel Saravana Bhavan
Ekkaduthangal,"One of the oldest and popular Pure veg hotel across the countries. Yet, disappointed about the standards . The parcels were wrongly packed. Worried that Reputation is not maintained. Good thing is the formula for sambar is the same and unique, foods taste the better as always. My family is regular to HSB !",Hotel Saravana Bhavan
Ekkaduthangal,The quantity of food is downhill! They charge a bomb for the package but we hardly get a pitch of all the items (On South Indian Meals)!  The delivery person delayed zomato compensated.,Hotel Saravana Bhavan
Ekkaduthangal,Horrible experience. Worst service ever. The food lacks the quality and taste. Chilly paneer was served 15 mins after we finished the meal. None of the staffs had the right attitude. Will never recommend this restaurant.,Hotel Saravana Bhavan
Ekkaduthangal,Food is excellent. Service is Ok. Pretty good place with ample seating. Parking is good. Delivery usually done under 30-45 mins. Overall Good.,Hotel Saravana Bhavan
Ekkaduthangal,thumb-up-fill POSITIVE idli sambar,Hotel Saravana Bhavan
Ekkaduthangal,thumb-up-fill POSITIVE idli sambar thumb-up-fill NEGATIVE slow service,Hotel Saravana Bhavan
Ekkaduthangal,thumb-up-fill POSITIVE variety of veg options thumb-up-fill NEGATIVE slow service Service was pathetic. Very slow. Food was good as any sarvana bhawan,Hotel Saravana Bhavan
Ekkaduthangal,thumb-up-fill NEGATIVE price vs portion size un... slow service Worst service n over priced,Hotel Saravana Bhavan
Ekkaduthangal,"Had food @ HSB after long time, nostalgic!!! Sambar Idly, Sambar Vada, Cheese Corn Dosa were very good. Courteous staff. Chat items were missing.",Hotel Saravana Bhavan
Ekkaduthangal,"A pretty Chennai Vaasi place. Went here to have lunch with my friends. It's been a very long time since I had dosa, so i ordered ghee dosa over here. The ghee dosa was 155 rupees omg. They only had mint and sambhar. Was really sad.",Hotel Saravana Bhavan
Ekkaduthangal,I love saravana Bhavan as whichever branch you go you will definitely get the same taste..I totally enjoy south Indian food and have a quality time with family and friends +2 Photo(s),Hotel Saravana Bhavan
Ekkaduthangal,"The service and food taste different when you choose the AC dinning . I really wonder why. However, the thalai vaazhai virunthu is worth the money, even though few items where missing. Certainly can try if you have time and want ti have your stomach full.",Hotel Saravana Bhavan
Ekkaduthangal,"Good taste not too spicy preferred branch for ordering is vadapalani but others are also good. Dosa here is better than other places, specially if you are north Indian you will love the taste.",Hotel Saravana Bhavan
Ekkaduthangal,Restaurant was good but when you will order something from Zomato damsure most of the items will be missing and they take too much time to prepare the food and deliver.😌😌😌,Hotel Saravana Bhavan
Ekkaduthangal,"Went here for a birthday party hosted at the party hall on the second floor. My experience is kind of mixed with this hotel. On one end, the food was brilliant but on the other hand the service was mediocre and the hall was small. It did not really seem like this place is suitable to hold around 100 people attending a party. The advantage that this place has is that it is located inside the city but in a place that is congested with traffic for the best part of the day. Go for it if a vegetarian restaurant is a primary criteria to you else there are other places worth considering.",Hotel Saravana Bhavan
Ekkaduthangal,Nice restaurant with good quality of food. This restaurant is maintaing good quality in cheaper amount. Packaging of food is awesome.But always it takes too much time for delivery.,Hotel Saravana Bhavan
Ekkaduthangal,So in between my presentation to Ascendas Chennai we did drop in the age old saravana bhavan...set lunch was awesome although I would say quality could have been better...the watermelon juice was fulfilling +1 Photo(s),Hotel Saravana Bhavan
Ekkaduthangal,I ORDER SAMBAR RICE 95 INR VERY VERY LESS QUANTITY ONLY 10 SPOON TO EAT.NEVER ORDER IN EKATUTHANGAL SARAVANA BHAVAN VERY HIGH PRICE COMPARED TO OTHERS.,Hotel Saravana Bhavan
Ekkaduthangal,Food taste is good. It was served hot. Packimg is alao good. But quantity is litte less especially chutney and sambar. Otherthan that its good.,Hotel Saravana Bhavan
Mylapore,worst food ever,Hotel Saravana Bhavan
Mylapore,Yiu want to try the chennai’s authentic thali. This is the place to be. Unlikited food and love. Great tate. Pure veg. Rasam and sambhar is differy from whatever i tried earlier. Must go place atleast once m.,Hotel Saravana Bhavan
Mylapore,thumb-up-fill NEGATIVE customer service,Hotel Saravana Bhavan
Mylapore,"thumb-up-fill POSITIVE quality I was a big fan of HSB in 2000s when I was working in chennai. It was known for its cleanliness, customer service and  quality of food. I see that they are maintaining the quality of food even now (at least in this branch) but cleanliness and service is below average now. Ordered my favourite Poori, dosa, mini tiffin and coffee.",Hotel Saravana Bhavan
Mylapore,"thumb-up-fill POSITIVE food quantity quality I recently visited the Saravana Bhavan branch in Mylapore and tried their famed Plain Dosa, which was really delicious. Dosas that are crispy and thin, as well as excellent sambhar and chutneys. The service was prompt and efficient; the fees are exorbitant, but well worth it every once and then. Overall, it was a pleasant dinner experience.",Hotel Saravana Bhavan
Mylapore,"Test quality not good rasam menu. your Service is average saravana bhavan hotel best Hotel, But to day food is poor",Hotel Saravana Bhavan
Mylapore,thumb-up-fill POSITIVE filtered coffee,Hotel Saravana Bhavan
Mylapore,"I was here for breakfast and had Idly- soft and tender. served with sambar and 2 chutney. Aapam with coconut gravy- The gravy was white but spicy. It was made with different veggies to be eaten with aapam that looks like dosa. Masala dosa- the size is huge for a person with average appetite. It was served with potato masala, chutney and sambar. The food is made upon order and was served hot. The restaurant was not full still the service was slow. Otherwise it is a good place for a quick breakfast.",Hotel Saravana Bhavan
Mylapore,"Situated just at the right place at the corner, Has so much to offer but is pretty expensive. A Ghee Roast costs 150 which is way too expensive for restaurants with such ambience. You can please your taste buds with even better Dosas which costs half the price as this.",Hotel Saravana Bhavan
Mylapore,"Saravana Bhavan is located at North mada street, near kabaleeswarar temple. We went to this place for breakfast and ordered their mini Tiffin. Mini Tiffin is a combination of mini sambar idly, mini masala dosa, ghee pongal, rava kesari and coffee. I just loved the breakfast which was worth the money. Ambience of this place was good.",Hotel Saravana Bhavan
Mylapore,"thumb-up-fill POSITIVE family crowd thumb-up-fill NEGATIVE price I recently went to the Saravana Bhavan branch in Mylapore, tried out their ever-famous Plain Dosa, just amazing Crispy and thin Dosa, great sambhar, and chutneys. The service was quick and efficient, the prices are quite high but worth it once in a while. Overall a good experience dining at this place. Ratings: Taste:5/5 Service:4/5 Ambiance:4/5 Value for Money:3.7/5",Hotel Saravana Bhavan
Mylapore,thumb-up-fill NEGATIVE worst service The service was worst. No one will come to take your order even if you wait for like 15 minutes. There were lot of mosquitoes which made the experience worse. The food was OK.,Hotel Saravana Bhavan
Mylapore,thumb-up-fill NEGATIVE horrible experience Their AC hall is closed. No one would even say anything if you ask them downstairs about AC hall you would go all the way up and then find to your surprise that the AC Hall is closed. Really sad that this restaurant (&chain) has become utterly overrated.,Hotel Saravana Bhavan
Mylapore,"thumb-up-fill POSITIVE portions service time prices Ordered mini tiffin and dosa on Zomato. The breakfast was sumptuous, economical (@69 rupees) and it was served hot in a record time. Ordered dinner also",Hotel Saravana Bhavan
Mylapore,"thumb-up-fill NEGATIVE cleanliness price portions It's just an over priced south indian darshini. Only go here when you have filtered all other options out. the taste is average, the portion size small and heavy on the pocket.",Hotel Saravana Bhavan
Mylapore,They don't service what is in menu.They accept order and cheat.Zomoto should cancel them.I don't know what food I am going to get,Hotel Saravana Bhavan
Mylapore,thumb-up-fill NEGATIVE vada noodles,Hotel Saravana Bhavan
Mylapore,thumb-up-fill NEGATIVE vada dosa If it is home delivery plz send proper food not burnt,Hotel Saravana Bhavan
Mylapore,"After a brief morning walk around Mylapore, I found this place to have some breakfast. Place was moderately crowded during the breakfast time. Dosas and 14 Idly with Sambar and Ghee are must try. Coffee is amazing and kudos to the team who did it. Staff were quick and service was great. Ambiance is good and prices were pocket friendly. Finally, amazing breakfast in the morning in Mylapore.",Hotel Saravana Bhavan
Mylapore,thumb-up-fill POSITIVE ghee roast masala dosa filtered coffee themed decor family crowd,Hotel Saravana Bhavan
Mylapore,thumb-up-fill POSITIVE ghee roast masala dosa filtered coffee ghee roast dosa themed decor family crowd,Hotel Saravana Bhavan
Mylapore,"Hello, i ordered Appams from Saravana Bhavan via Zomato.  Firstly, the delivery guy took some time as he logged in incorrect address.  He was unable to understand what I was telling him when he called to ask the address.  Secondly, the food was the worst I've had so far.  The appams didn't taste like Appams - it was made from Dosa batter and the Korma was extremely salty.  The quality of food on Zomato is very different from dining at Saravana Bhavan.  It could be that the delivery side is lower quality than in-house dining at the restaurant.  I would not recommend Saravana Bhavan via Zomato.",Hotel Saravana Bhavan
Mylapore,we expect quality when we come to Saravana Bhavan. We went into the so called Premium room and found the chairs torn and the place looked a little bit dirty.  I would urge the management to look into it.,Hotel Saravana Bhavan
Mylapore,thumb-up-fill NEGATIVE prices not on display price is too high,Hotel Saravana Bhavan
Mylapore,"thumb-up-fill POSITIVE filtered coffee idiyappam mini tiffin If there could be one vegetarian south indian food heaven, it got to be Saravana Bhavan. The food is not only taste good but service standards are top notch, the staff is quick with pleasing demeanors. It cant get more economical for the quality that is served, full value for money, its frequented not only by high fliers but people from all walks of life. If you are in Chennai, you must visit Sarvana Bhavan atleast once. However when you visit, visit with open mind and start reviewing the place only after finishibg your dish, one downside though bill is served even evem before you finish your food.",Hotel Saravana Bhavan
Parrys,"Pains to rate ""One of my Favorite"" places with 2⭐😕 Kind off lost count on how many meals, breakfasts, evening snacks n unlimited cone ice creams have had here.. Incidentally was in George Town and couldn't miss my dinner at HSB. But was let down 1st by the Idly itself. Was not the soft n tender one 😱 The Chutney n Sambar tasted almost same but Idly was huge let down. Then went for another favorite dish of mine from their menu ""Chilli Barrotta"" n was completely sad looking at it and sadder eating it. Was more like Ghee Barrotta 🙄🙄 Guess the great Taste n Quality of HSB is dying it's death especially after the acquisition..",Hotel Saravana Bhavan
Parrys,"The food is served as quick as possible but getting ahold of the server is a bit difficult. The quality of the food has decreased. Though the prices have been increased, the portion of food served for the price is very less 1 Helpful vote , 0 Comments thumb-up Helpful chat Comment share Share Aishwarya Vijayakumar 0 reviews 1 Followers Follow 1 star-fill DINING Sep 24, 2018 I was disappointed with the hotel... The quality of food is coming down and the services they are providing is not good... I ordered my favourite 14 idli which famous here but the taste of the food was not okay.. the idli was not soft and they take a plenty of time to take our orders..",Hotel Saravana Bhavan
Parrys,Hello friends dosa khalo!!! Though I don't like dosa but Saravana Bhavan's dosa in Chennai is something which would increase your cravings for dosa. The four different flavours chutney was so yum that you would want to have second round of it.,Hotel Saravana Bhavan
Parrys,"It was my 1st day in Chennai, I visited this place after having fun tine on Marina beach with friends early in the morning, We ordered couple of dishes each.. I ordered Mini thali and it was a great experience.. quality was good , service was good.. had a good time",Hotel Saravana Bhavan
Parrys,"We stopped by for lunch. Full crowded. Stepped into the A/C hall. Just one table occupied. The waiter asked us if we would like full meals? We asked for the menu. I was tempted to have the full meals. Dad said he will take mini meals. But he soon changed his order to full meals as he was the new items that were served on my leaf. Read more to know what they were. Then they got me a big banana leaf. A tumbler of water. Asked me to clean the leaf. I sprinkled some water 💦 and wiped it clean. They gave in a little cup some juice (a new fruits unheard of). The juice was refreshening. And a cup of cut watermelon. Soon they placed a couple of items on the leaf- sweet poli, a vada on top, a... read more",Hotel Saravana Bhavan
Parrys,"A pretty small place . Being in a railway station, the ambience is not that great compared to other HSB outlets. The Bakery items are good. Worth a visit if your hungry and if you pass by the Beach station!",Hotel Saravana Bhavan
Parrys,"☆CHENNAI'S FAV. SARAVANA BHAVAN AMAZING TASTE AND QUALITY IN FOOD , STAFF ARE KIND TO CUSTOMERS ..... THATS WHAT I LOVED IT ... THE DOSA SIZE HUGE , NO COMNENTS ON THAT ..... IT WAS DELICIOUS. .. MIND BLOWN ... EXCELLENT  10 ON 10 .",Hotel Saravana Bhavan
Parrys,Taste is pretty good as usual but poor hospitality. Bad ???? serving. We become aliens in the hotel. Sarvana bhavan dosa is excellent. May be even aliens like ???? it.I don't think they deserve 4/5 star ???? .Also not a cost effective one.,Hotel Saravana Bhavan
Parrys,Very poor service R.raja took my order and he was such an irresponsible staff I have ever seen on restaurants . I ordered dosa and apam. They took  30mnts for one apam.........,Hotel Saravana Bhavan
Parrys,"HSB needs no description. Everyone knows about it. However, there is something special about this Saravana Bhavan in the Beach Railway Station. The restaurant on top has a lot of natural sunlight and the harbor on the left adds to the beauty during early morning. Try finding a place towards the left and enjoy your morning breakfast and coffee. Simply Amazing. My personal favorite is to grab a tea and go have it near the stairs facing the harbor. Do it in the morning to experience this. :)",Hotel Saravana Bhavan
Parrys,IT IS TOO COSTLY. DOES NOT PROVIDE ADEQUATE QUANTITY OF CHUTNEY AND SAMBHAR. THE WORST KIND OF HIGH PRICED HOTEL. TASTE IS GOOD BUT WHEN IT PRICED SO HIGH SHOULD GIVE CUSTOMER SATISFACTION CREATES ITS OWN RULE. DOESNOT CARE FOR CUSTOMER,Hotel Saravana Bhavan
Parrys,"Nice vegetarian restaurant, esp i love their pongal and sambar vaday. . Bit costly when compared to other veg res. but it worth it . .",Hotel Saravana Bhavan
Santhome,"thumb-up-fill POSITIVE filter coffee pot price pongal Filter Coffee + Dosa + Pongal . A good morning walk by the marina beach & a kickass breakfast at Saravana - absolutely fulfilling. . For whatever it has been maintaining through, I think the legacy is still continuing. . Filter Coffee - they were generous enough to reheat the coffee when asked. . Dosa tasted / went much better with the coconut Chutney & sambar. . Pongal - unparallel, I literally had two plates inspite of a low appetite . Food - 4.7/5 Ambience - 3/5 (regular) Value for money - 4.5/5",Hotel Saravana Bhavan
Santhome,"thumb-up-fill NEGATIVE quality highly overpriced Overly priced and quality bad. Mini-tiffin is Rs.157 !!!! Not so tasty. No pepper, ghee, dhal, jeera in pongal. Mini Idly was like stones. Dosai was hard. Vadai was too oily..  For this price, it should be 3-star or 4-star rated hotel but it is 1-star quality.. very disappointed and please revive the legacy of HSB. !!!",Hotel Saravana Bhavan
Santhome,thumb-up-fill NEGATIVE flavourless food slow service Had been there couple of times due to hungry pranks and hoping the bad service was a one time thing but was disappoint every time ! The service has become too slow and everything on the menu seems to be not available whenever we went there which was around 8-9pm! They r really bringing down the name for their brand!,Hotel Saravana Bhavan
Santhome,thumb-up-fill POSITIVE chilli parotta,Hotel Saravana Bhavan
Santhome,Insane charges for such a small quantity of food. Avg taste. Small cup of tea charged at 40 INR. Small bowl of Kesari that too sub standard quality is charged INR 70. For the name of ambience the roof is leaking. Not sure why anyone wants to have food there unless they are filthy rich and admire below par food.,Hotel Saravana Bhavan
Santhome,"Very bad , very high cost for all items don't visit hotel. Not tasty to eat . Better eat outside in road food it's better than this food items",Hotel Saravana Bhavan
Santhome,"Do not visit this place, as they are adding bicarbonate soda, to make your tummy full soon and you won't even get hungry for the next meal. Not sure when they are gonna stop this practice, which has been followed for years",Hotel Saravana Bhavan
Santhome,Not a great place for breakfast. The mini breakfast combo i took had mini idli. The idli were hard and i felt like it was not fresh. The coffee served was also not good. The food deserves only 1 star. The other star is for it being open early in the morning,Hotel Saravana Bhavan
Santhome,Very bad food. The onion on the uthappam wasn't peeled at all. Couldn't eat the food. It was also mildly uncooked. It seemed like the food was rushed and the quality was very poor. Wouldn't recommend this branch at all.,Hotel Saravana Bhavan
